industry,company_code,company_name,company_total_salary,company_employee_count,company_110average_salary,company_109average_salary,company_110median_salary,company_109median_salary,company_eps,industry_average_salary,industry_average_eps,is_under_50w,high_eps_low_salary,growth_but_low_salary,low_salary_reason
觀光事業,5701,劍湖山,80923000,194,417000,389000,347000,336000,-0.65,504000,-0.83,V,V,,"本公司主營主題樂園及渡假飯店,屬勞力密集產業,故基層人力佔比高，影響整體平均薪資。"
觀光事業,5703,亞都麗緻,75879000,162,468000,474000,488000,417000,-1.77,504000,-0.83,V,,V,1.因疫情因素很多資深同仁退休，故相對平均薪資下降許多。2.110年3、4、5月因疫情此三個月實發8成薪資，6、7、8此三個月因疾病管理署公告餐館禁止內用，亞都因此停業三個月，故薪資下降許多。
觀光事業,5704,老爺知,82061000,168,488000,482000,421000,396000,1.51,504000,-0.83,V,V,,1.本公司位處台東，薪資及消費水平相較國內其他縣市低；但相較同區域同業薪資水平並無偏低。2.休閒飯店業所需基層服務人員數量較多、佔比較高，故使得薪資平均數降低。
金融業,5820,日盛金,3288195000,2888,1139000,999000,966000,855000,1.06,1193000,1.77,,,,
金融業,5864,致和證,145822000,198,736000,583000,659000,442000,2.79,1193000,1.77,,V,,本公司EPS高於同業平均數，係因自營部的營業證券操作利益，與一般非經理人全時員工較無關聯性，業務績效較上期成長故非經理人全時員工薪酬也較上期增加。（平均數較上期增加153仟元，中位數較上期增加217仟元)
金融業,5878,台名,29720000,48,619000,584000,531000,526000,2.98,1193000,1.77,,V,,公司為保經公司，員工均為內勤行政，與金控銀行含業務銷售人員結構不同。110年非主管員工平均薪資較109年成長約6%，中位數亦較109年提升，顯示公司致力提高員工薪資數額。
貿易百貨,5902,德記,74798000,87,860000,883000,721000,741000,1.57,608000,4.65,,,V,係因新增13名員工  致使整體平均薪資微幅減少
貿易百貨,5903,全家,2202067000,2860,770000,834000,716000,775000,6.02,608000,4.65,,,,
貿易百貨,5904,寶雅,1563772000,3202,488000,477000,426000,409000,18.25,608000,4.65,V,V,,1.公司屬零售業直營型態(非加盟)的自助型賣場，90%人力屬第ㄧ線服務人員(其中含27%計時人員)。且因大規模展店，晉用高比例新人及職場新鮮人予以培訓，影響平均薪資。2.公司每年依員工績效考核結果予以晉升、調薪。
貿易百貨,5905,南仁湖,101219000,284,356000,372000,338000,353000,-0.77,608000,4.65,V,,,"110年度扣除轉投資收益後，本公司稅前淨損為98,738千元。勞動部薪資查詢系統，同業非擔任主管職員工薪資為25,270元~44,061元 (月)。本公司年度薪資平均數為356千元(每月為29,667元)，與同業並無重大差異。"
金融業,6015,宏遠證,553529000,391,1416000,988000,1237000,808000,3.74,1193000,1.77,,,,
金融業,6016,康和證,854067000,563,1517000,1111000,1129000,888000,2.33,1193000,1.77,,,,
金融業,6020,大展證,48231000,61,791000,652000,756000,674000,3.4,1193000,1.77,,V,,本公司110年度經營績效成長主要來自自營單位及經紀部門本公司均按貢獻度發放獎金給予相關同仁
金融業,6021,美好證,363437000,313,1161000,788000,963000,670000,1.05,1193000,1.77,,,,
金融業,6023,元大期貨,421484000,362,1164000,1184000,959000,1016000,2.97,1193000,1.77,,V,,本公司110年EPS2.97較同業為佳，但較前一年EPS4.23減少30%，且因儲備人力引進基層員工以致非主管之全時員工數較前一年增加3%，因此110年度員工薪資平均數稀釋1.7%，尚屬合理範圍。
金融業,6026,福邦證,257936000,174,1482000,970000,1207000,827000,5.0,1193000,1.77,,,,
文化創意業,6101,寬魚國際,11998000,19,631000,624000,605000,573000,-0.63,1063000,5.55,,,,
半導體業,6103,合邦,3085000,7,441000,396000,467000,408000,-0.04,1309000,7.6,V,,,"因110年本公司持續虧損,未執行調薪事宜,故造成薪資平均數未達50萬元"
半導體業,6104,創惟,542091000,283,1916000,1741000,1696000,1520000,6.41,1309000,7.6,,,,
通信網路業,6109,亞元,40096000,57,703000,655000,687000,606000,-1.39,831000,1.69,,,,
文化創意業,6111,大宇資,85877000,117,734000,810000,666000,742000,11.36,1063000,5.55,,V,V,110年度晉用新進人數較前一年度多且多屬資淺同仁。110年度EPS(11.36元)較前一年度(0.88元)增加，主要為處分轉投資與IP無形資產所產生之營業外利益。
電子通路業,6113,亞矽,39583000,44,900000,866000,873000,852000,0.85,774000,1.27,,,,
電子零組件業,6114,久威,34188000,45,760000,747000,657000,621000,0.33,730000,2.59,,,,
電子通路業,6118,建達,125762000,210,599000,588000,528000,535000,0.6,774000,1.27,,,,
電腦及週邊設備業,6121,新普,517717000,388,1334000,1243000,1168000,1101000,34.5,827000,5.12,,,,
電機機械,6122,擎邦,160426000,192,836000,819000,797000,811000,0.79,657000,2.01,,,,
電腦及週邊設備業,6123,上奇,37223000,46,809000,763000,719000,735000,4.87,827000,5.12,,,,
電子零組件業,6124,業強,15800000,22,718000,1395000,609000,1225000,1.29,730000,2.59,,,,
光電業,6125,廣運,263551000,308,856000,785000,759000,695000,-1.14,818000,1.87,,,,
電子零組件業,6126,信音,16524000,21,787000,841000,760000,750000,1.97,730000,2.59,,,,
電子零組件業,6127,九豪,114013000,201,567000,507000,520000,484000,0.47,730000,2.59,,,,
半導體業,6129,普誠,161167000,173,932000,890000,838000,770000,0.63,1309000,7.6,,,,
生技醫療業,6130,星寶國際,4297000,9,477000,422000,405000,384000,1.06,714000,1.39,V,,,"本公司於109年8月14日發放限制行員工權利新股400,000股。及110年10月30日現金增資8,000,000股,經董事會通過提撥10%予員工認股,係為吸引、留任、激勵優秀人才，並提升員工向心力。"
電子零組件業,6134,萬旭,86620000,130,666000,651000,616000,571000,-0.54,730000,2.59,,,,
半導體業,6138,茂達,485768000,268,1813000,1362000,1515000,1178000,12.9,1309000,7.6,,,,
資訊服務業,6140,訊達電腦,84082000,146,576000,655000,462000,530000,0.68,896000,3.02,,,,
通信網路業,6143,振曜,361426000,498,726000,698000,612000,586000,3.33,831000,1.69,,V,,本公司主要產品的製造、生產皆位於台灣，製造生產人力佔總人數55.7%，其中外籍移工佔全體23.14%，絕大部分屬於基層生產人員，致薪資平均數低於同業水準。
文化創意業,6144,得利影,36364000,70,519000,570000,483000,513000,-0.78,1063000,5.55,,,,
其他電子業,6146,耕興,645417000,648,996000,877000,761000,696000,11.01,844000,3.68,,,,
半導體業,6147,頎邦,5369068000,5571,964000,817000,826000,717000,9.0,1309000,7.6,,V,,"1.半導體業含晶片設計、製造及後段封測，員工結構差異致平均薪資不盡具可比較性；2.外籍技術員1,442人，占計算母體24%，拉低平均年薪。"
資訊服務業,6148,驊宏資,40278000,52,775000,773000,671000,652000,0.98,896000,3.02,,,,
電腦及週邊設備業,6150,撼訊,192899000,113,1707000,755000,1561000,700000,24.0,827000,5.12,,,,
其他電子業,6151,晉倫,70277000,86,817000,657000,688000,583000,4.04,844000,3.68,,V,,"公司經營績效之優劣，影響員工年終獎金、員工酬勞及績效獎金之發放。EPS較同業及去年度佳,本年度提列之年終獎金及員工酬勞較去年度增加5,564仟元及4,267仟元；薪資平均數與同業薪資平均水準相當差異不大約為2.6%。"
電子通路業,6154,順發,245171000,520,471000,430000,411000,385000,1.76,774000,1.27,V,V,,本公司之產業類別隸屬電子通路業，但產業中包含製造商、代理商等，比較基準不同。以3C零售業而言，本公司之獲利表現並未優於零售通路同業；參考業界薪資調查報告之數據，薪資符合門市零售行業之合理水準。
電子零組件業,6156,松上,23108000,22,1050000,1242000,1207000,1020000,1.29,730000,2.59,,,,
電子零組件業,6158,禾昌,138748000,135,1028000,1010000,876000,857000,3.09,730000,2.59,,,,
電腦及週邊設備業,6160,欣技,164939000,197,837000,686000,727000,640000,0.52,827000,5.12,,,,
電腦及週邊設備業,6161,捷波,48471000,55,881000,830000,711000,673000,3.28,827000,5.12,,,,
通信網路業,6163,華電網,627487000,619,1014000,894000,854000,765000,1.43,831000,1.69,,,,
光電業,6167,久正,112507000,223,505000,513000,457000,459000,0.5,818000,1.87,,,V,"110年度舊員工(薪資較高)退休,新進員工薪資水準相對較低,故造成平均薪資較109年度減少"
文化創意業,6169,昱泉,2554000,5,511000,899000,487000,814000,-0.71,1063000,5.55,,,V,"1.109年因組織及經營策略調整，支付資遣及離職金7,048(仟元)，110年此費用僅60(仟元)，故110年較109年度大幅減少虧損，相對EPS則成長。2.109年非主管全時人員資遣費及離職金達1,558(仟元)，110年則無。"
通信網路業,6170,統振,43469000,55,790000,775000,586000,586000,1.86,831000,1.69,,V,,"1.低於同業水準主係因應移工匯款業務雇用較多基層員工導致平均薪資減少。2.110年度所提列之員工酬勞19,892仟元尚未擬予分配發放，無法區分非擔任主管職務之全時員工所獲配的金額，故申報未納入計算所致。"
建材營造,6171,大城地產,7202000,12,600000,676000,596000,634000,4.82,904000,2.05,,V,V,本公司因行業特性，營收認列採全部完工法，故每年獲利起伏甚大。本公司會依前一年度經營績效適度調整當年度員工薪酬，故110年度較佳的經營績效會於111年度的員工薪酬酌加考量。
電子零組件業,6173,信昌電,564099000,666,847000,793000,680000,651000,6.67,730000,2.59,,,,
電子零組件業,6174,安碁,104789000,180,582000,466000,528000,415000,1.79,730000,2.59,,,,
電子零組件業,6175,立敦,47907000,65,737000,638000,722000,633000,3.45,730000,2.59,,,,
其他,6179,亞通,123619000,123,1005000,976000,936000,874000,1.84,709000,2.73,,,,
文化創意業,6180,橘子,409013000,420,974000,999000,761000,799000,6.3,1063000,5.55,,V,V,本公司每年均與知名顧問公司合作進行薪資調查以確保薪酬具有市場競爭力。惟員工平均薪資受到許多不同因素影響，包括公司的人力組成與職等結構，因此並不能完全用以衡量公司經營績效與員工薪酬的相關性。
半導體業,6182,合晶,738587000,952,776000,717000,709000,650000,2.02,1309000,7.6,,,,
電子零組件業,6185,幃翔,8109000,17,477000,455000,398000,424000,-0.67,730000,2.59,V,,,疫情影響，110年營收下滑虧損，致無提撥員工酬勞分派；本公司110年度仍有調整員工薪資，非主管職之平均薪資較109年度增4.8%。
建材營造,6186,新潤,43684000,32,1365000,1387000,975000,1205000,3.08,904000,2.05,,,,
其他電子業,6187,萬潤,262325000,234,1121000,932000,962000,854000,6.64,844000,3.68,,,,
電腦及週邊設備業,6188,廣明,212842000,149,1428000,1253000,1141000,1052000,3.57,827000,5.12,,,,
通信網路業,6190,萬泰科,174493000,200,872000,680000,784000,593000,1.68,831000,1.69,,,,
電子零組件業,6194,育富,2297000,4,574000,575000,553000,554000,0.26,730000,2.59,,,,
貿易百貨,6195,詩肯,221612000,346,640000,580000,562000,516000,5.54,608000,4.65,,,,
半導體業,6198,凌泰,6373000,8,797000,913000,673000,779000,-0.14,1309000,7.6,,,V,本公司因連續虧損故進行人事調整縮減費用，故EPS較前一年度增加，非經理人薪資平均數較前一年減少。
其他,6199,天品,6140000,9,682000,500000,140000,313000,0.68,709000,2.73,,,,
電子零組件業,6203,海韻電,98965000,110,900000,978000,736000,849000,9.42,730000,2.59,,,V,"主要係110年度非擔任主管職務之全時員工”平均人數”較去年增加，增加14人, 增幅約為15%，為因應整個商業世界的高度變化，活化和年輕化公司組織，招聘多位年輕員工，故非經理人之全時員工薪資平均數較前一年度減少。"
電子零組件業,6204,艾華,41604000,77,540000,539000,488000,471000,12.41,730000,2.59,,V,,我司110年度出售不動產獲利對EPS影響為10.33元，排除出售不動產獲利後之EPS與同業平均數差異不大。
電子零組件業,6207,雷科,117975000,174,678000,601000,632000,567000,3.07,730000,2.59,,V,,本公司每股盈餘中約20%來自於營業外收益的貢獻，對於薪資水準核算並無相關，另，本公司產品種類分為高毛利的自製雷射設備產品以及電子零組件捲裝材料兩種屬性，營收佔比約各半，市場上應無同業符合相同營運狀況。
電子零組件業,6208,日揚,311075000,310,1003000,855000,844000,763000,3.32,730000,2.59,,,,
電子零組件業,6210,慶生,158472000,260,610000,606000,568000,561000,2.95,730000,2.59,,V,,本公司目標市場定位為高毛利訂單，故每股盈餘表現一般均較同業為佳，非經理人之全時員工薪資均參酌就業市場及勞動法令執行，平均數雖低於同業水準，僅為一統計數之計算，但並無影響公司運作，故應無是否合理之虞。
建材營造,6212,理銘,28577000,22,1299000,1179000,1137000,1071000,4.09,904000,2.05,,,,
電子零組件業,6217,中探針,160792000,248,648000,680000,484000,529000,2.7,730000,2.59,,V,V,本公司非擔任主管職務之員工，主要係110年度部分資深人員離職，而新進人員係因產能擴充多以產線人力居多，以致本公司員工薪酬平均數略低於50萬元及同業公司。
通信網路業,6218,豪勉,126438000,124,1020000,1037000,916000,896000,0.7,831000,1.69,,,,
建材營造,6219,富旺,34394000,32,1075000,1029000,651000,716000,0.44,904000,2.05,,,,
電子零組件業,6220,岳豐,92193000,143,645000,712000,600000,634000,0.76,730000,2.59,,,,
資訊服務業,6221,晉泰,197613000,189,1046000,1081000,941000,948000,2.95,896000,3.02,,,,
光電業,6222,上揚,8233000,18,457000,500000,463000,486000,-0.38,818000,1.87,V,,,"本公司目前尚屬虧損階段，待公司營運改善轉虧為盈後,再評估調整計畫。"
半導體業,6223,旺矽,1842792000,1594,1156000,1154000,1008000,995000,7.44,1309000,7.6,,,,
電子通路業,6227,茂綸,225734000,198,1140000,1056000,1135000,1020000,5.56,774000,1.27,,,,
電腦及週邊設備業,6228,全譜,17498000,28,625000,625000,560000,577000,-0.13,827000,5.12,,,,
半導體業,6229,研通,23308000,21,1110000,832000,965000,834000,4.49,1309000,7.6,,,,
資訊服務業,6231,系微,511182000,451,1133000,1071000,963000,923000,5.94,896000,3.02,,,,
半導體業,6233,旺玖,78511000,69,1138000,1155000,1028000,1011000,0.75,1309000,7.6,,,V,公司EPS較前一年度成長惟非經理人之全時員工薪資平均數較前一年度減少，係因研發人員異動，致110年度平均薪資較109年度下降。
光電業,6234,高僑,77492000,134,578000,566000,457000,422000,1.24,818000,1.87,,,,
其他,6236,康呈,6575000,13,506000,496000,460000,470000,-0.17,709000,2.73,,,,
半導體業,6237,驊訊,171671000,126,1362000,1214000,1261000,1107000,5.75,1309000,7.6,,,,
其他,6240,松崗,1025000,2,513000,437000,513000,453000,1.13,709000,2.73,,,,
通信網路業,6241,易通展,45738000,71,644000,773000,540000,660000,-3.15,831000,1.69,,,,
生技醫療業,6242,立康,54766000,105,522000,553000,423000,446000,2.32,714000,1.39,,V,,公司營運型態偏向零售之服務業，相對聘用之員工大多數為現場客服人員居多，對學歷與技術層面之標準屬中間層次，導致薪資水準相對較生技醫療業同業水準低。對此，公司將會以獎金制度、員工持股會等機制來激勵員工。
光電業,6244,茂迪,432573000,596,726000,742000,642000,653000,0.3,818000,1.87,,,,
通信網路業,6245,立端,613243000,697,880000,828000,698000,663000,4.65,831000,1.69,,,,
光電業,6246,臺龍,12814000,17,754000,704000,726000,686000,0.91,818000,1.87,,,,
其他電子業,6247,淇譽電,59466000,77,772000,740000,706000,691000,-1.42,844000,3.68,,,,
鋼鐵工業,6248,沛波,31574000,49,644000,648000,635000,482000,1.62,857000,3.17,,,,
電子零組件業,6259,百徽,12390000,19,652000,653000,641000,584000,0.03,730000,2.59,,,,
半導體業,6261,久元,930815000,971,959000,762000,808000,612000,8.41,1309000,7.6,,V,,1.直接員工佔總人數49%，使得平均薪資較低。2.109年EPS僅4.12元，110年獲利倍增，員工分潤於111年才會顯現。
通信網路業,6263,普萊德,107240000,138,777000,751000,708000,719000,5.14,831000,1.69,,V,,本司EPS較高主係品牌效益每年調薪均3%以上且非主管職員工平均調薪達4.2%優於主管調薪幅度每年發放之員工酬勞皆優於章程所訂比例員工平均年資達9年且離職率低尚有員工健檢休假制度與生育及子女教育津貼等福利
建材營造,6264,富裔,10382000,15,692000,603000,653000,610000,-0.19,904000,2.05,,,,
電子通路業,6265,方土昶,10376000,16,649000,588000,563000,555000,0.64,774000,1.27,,,,
電子零組件業,6266,泰詠,219313000,351,625000,563000,590000,515000,1.59,730000,2.59,,,,
電子通路業,6270,倍微,61836000,55,1124000,1032000,1088000,961000,2.36,774000,1.27,,,,
電子零組件業,6274,台燿,888491000,1042,853000,803000,744000,675000,7.01,730000,2.59,,,,
電子零組件業,6275,元山,262786000,435,604000,543000,472000,413000,2.86,730000,2.59,,V,,"本公司EPS較同業佳薪資平均數低於同業，係因第一線員工人數占比高年資短所致，惟110年平均薪資604千元較上年度543千元高，當年度薪資發放總額較上年度增加44,953千元，未來薪資調整幅度將逐步修正以期達到同業水平。"
電腦及週邊設備業,6276,安鈦克,20325000,25,813000,895000,707000,821000,1.09,827000,5.12,,,,
電子零組件業,6279,胡連,322061000,399,807000,693000,714000,626000,7.91,730000,2.59,,,,
電子零組件業,6284,佳邦,426365000,720,592000,536000,562000,521000,4.04,730000,2.59,,V,,本公司非擔任主管職務之員工主要以直接人力居多，約佔全員之70%，且員工薪資平均數較去年成長，故主要原因為人力結構造成平均薪資與同業的落差。
半導體業,6287,元隆,234836000,415,566000,500000,478000,410000,0.24,1309000,7.6,,,,
電子零組件業,6290,良維,49384000,49,1008000,1013000,789000,777000,3.05,730000,2.59,,,,
半導體業,6291,沛亨,20161000,21,960000,923000,971000,918000,1.19,1309000,7.6,,,,
電子零組件業,6292,迅德,33439000,38,880000,924000,667000,757000,5.01,730000,2.59,,,V,"主要因素組成份子不同，110年有4位資深員工退休及離職,新進4位滿6個月以上之員工，其薪資平均數相差289仟元。"
文化創意業,6294,智基,158601000,312,508000,521000,467000,475000,11.21,1063000,5.55,,V,,一、本公司員工組成年輕化，年資較淺。二、本公司主要從事補教業務，薪資已高於一般補教業水準，但本公司仍每半年會依員工績效調整薪資。三、隨著公司成長，未來薪資調整幅度會逐一修正，以期達到文創業之水平。
半導體業,6411,晶焱,327366000,110,2976000,2271000,837000,794000,10.32,1309000,7.6,,,,
通信網路業,6417,韋僑,208769000,378,552000,492000,460000,406000,3.02,831000,1.69,,V,,本公司產品皆為客製化且少量多樣，難以全自動化生產，需投入大量作業人力，且員工結構中近半數為直接作業人員(包含外籍移工)，故整體平均薪資低於同業水準。
電子零組件業,6418,詠昇,19578000,39,502000,497000,474000,477000,-0.68,730000,2.59,,,,
光電業,6419,京晨科,31755000,42,756000,703000,602000,504000,4.87,818000,1.87,,V,,雖本公司110年Eps4.87相較同業平均EPS1.86高本業狀況雖明顯好轉，虧損大幅收斂惟本公司110年度主要獲利係營業外收入產生，導致EPS優於同業綜上，並未有本公司營業狀況優於同業，但平均薪資較同業仍偏低之情事
電機機械,6425,易發,122904000,178,690000,727000,641000,682000,-2.52,657000,2.01,,,,
電子零組件業,6432,今展科,64824000,77,842000,746000,760000,658000,2.91,730000,2.59,,,,
半導體業,6435,大中,158656000,80,1983000,1525000,1829000,1409000,13.09,1309000,7.6,,,,
電腦及週邊設備業,6441,廣錠,64038000,122,525000,564000,459000,498000,-2.88,827000,5.12,,,,
生技醫療業,6446,藥華藥,228391000,198,1153000,1085000,918000,853000,-10.8,714000,1.39,,,,
半導體業,6457,紘康,156106000,82,1904000,1268000,1746000,1167000,12.71,1309000,7.6,,,,
生技醫療業,6461,益得,56042000,64,876000,717000,723000,549000,-2.97,714000,1.39,,,,
半導體業,6462,神盾,434867000,291,1494000,1470000,1228000,1202000,-3.11,1309000,7.6,,,,
通信網路業,6465,威潤,44070000,52,848000,749000,721000,689000,-1.71,831000,1.69,,,,
生技醫療業,6469,大樹,611693000,1213,504000,500000,459000,443000,5.83,714000,1.39,,V,,本公司屬零售通路業，門市人員居多，因同質工作選擇性多致流動率高，較難以平均薪資評論，公司對於員工有進階考核、升遷，每年調薪2%~4%，亦投入大量培訓成本及提升各項福利，致力提供具成長且福利健全之工作環境。
通信網路業,6470,宇智,166368000,218,763000,854000,635000,604000,3.42,831000,1.69,,V,,通信網路業產型能不盡相同，本公司以台灣生產為主之網通製造業。依據營運人力需求，多數為生產線之基層人員，導致整體平均薪資受影響，經排除生產線之基層人員後試算，與同業相較，差異不大。
生技醫療業,6472,保瑞,103346000,150,689000,636000,513000,462000,11.04,714000,1.39,,V,,110年有併購加拿大一次性收益，致整體EPS大幅增加，公司110年平均薪資及中位數皆較109年大幅成長，成長幅度亦高於同業，本公司持續以經營績效、風險、員工個人表現及薪資市場價值設定合理關聯性，適度調整薪資及報酬
文化創意業,6482,弘煜科,28141000,55,512000,491000,471000,440000,1.34,1063000,5.55,,,,
半導體業,6485,點序,209836000,195,1076000,968000,874000,771000,12.2,1309000,7.6,,V,,公司有制定員工分紅與利潤共享的獎金機制，因110年度的EPS以第三季、第四季較高，而分紅與部分獎金發放時間點在111年度，以致於公司110年EPS與薪酬統計資料有時間差。
通信網路業,6486,互動,358873000,332,1081000,1007000,755000,752000,6.73,831000,1.69,,,,
半導體業,6488,環球晶,1882901000,1563,1205000,1104000,1124000,1068000,27.27,1309000,7.6,,V,,本公司110年因併購專案費用高，致EPS/獲利相較109年減少，相對員工報酬減少，惟整體平均薪資仍較109年成長
生技醫療業,6492,生華科,23596000,21,1124000,1087000,1049000,1002000,-3.67,714000,1.39,,,,
半導體業,6494,九齊,204398000,109,1875000,1316000,1623000,1177000,17.21,1309000,7.6,,,,
生技醫療業,6496,科懋,105903000,107,990000,990000,831000,796000,-0.34,714000,1.39,,,,
生技醫療業,6499,益安,51318000,34,1509000,1002000,1376000,920000,28.54,714000,1.39,,,,
紡織纖維,6506,雙邦,215328000,319,675000,566000,622000,495000,0.83,657000,1.07,,,,
農業科技,6508,惠光,72290000,122,593000,571000,479000,474000,3.85,675000,3.94,,,,
化學工業,6509,聚和,351765000,418,842000,783000,751000,711000,2.48,740000,1.94,,,,
半導體業,6510,精測,1004424000,998,1006000,1012000,934000,917000,27.2,1309000,7.6,,V,,1. 本公司營運所需，人才結構多元，直接員工數高於三成。2. 公司營運持續成長，新進員工亦隨之量增，佔比約一成五。3. 111年已全面調薪，並持續優化薪福，提撥20~30％盈餘，發放員工酬勞與獎金。
其他電子業,6512,啟發電,35304000,53,666000,659000,502000,526000,-1.51,844000,3.68,,,,
資訊服務業,6516,勤崴國際,101454000,127,799000,764000,756000,737000,1.09,896000,3.02,,,,
生技醫療業,6523,達爾膚,56731000,73,777000,674000,707000,635000,6.58,714000,1.39,,,,
生技醫療業,6527,明達醫,71728000,85,844000,726000,671000,591000,3.24,714000,1.39,,,,
通信網路業,6530,創威,42900000,74,580000,512000,479000,411000,1.09,831000,1.69,,,,
半導體業,6532,瑞耘,73601000,115,640000,630000,583000,572000,2.63,1309000,7.6,,,,
生技醫療業,6535,順藥,36853000,32,1152000,1178000,1112000,1100000,0.64,714000,1.39,,,V,公司110年度獲利增加，主系股權投資之評價及處分利益挹注使業外收入增加，然公司因藥物開發本業持續投入研發費用，常態性呈現營業虧損。至於同期薪資平均數減少主系人員流動造成，且影響幅度小於3%，未有重大變化。
電子零組件業,6538,倉和,138408000,215,644000,678000,525000,564000,4.13,730000,2.59,,V,,1.本公司以少量多樣客製化產品為主，生產需較多人力，屬勞力密集產業，直接人工及生產間接人員占比較高，致平均薪資低於同業水準，後續視營運狀況調整2.外籍勞工約佔公司人力百分之十四，其薪資水準低於本國勞工
文化創意業,6542,隆中,13692000,20,685000,807000,683000,699000,-3.89,1063000,5.55,,,,
生技醫療業,6547,高端疫苗,121652000,113,1077000,904000,863000,770000,6.65,714000,1.39,,,,
半導體業,6548,長科*,132875000,195,681000,568000,616000,503000,4.81,1309000,7.6,,,,
光電業,6556,勝品,243985000,369,661000,613000,559000,515000,4.46,818000,1.87,,V,,業務型態為ODM/OEM之安控產品製造，2021年因應公司訂單接單方式，調高直接生產之基層人力比例，調整後之直接人員人力配置佔比約為50%，直接人力薪資約佔總薪資之三成，因此影響非擔任主管職務之全時員工平均薪資。
光電業,6560,欣普羅,63552000,46,1382000,1072000,1192000,948000,9.43,818000,1.87,,,,
通信網路業,6561,是方,251029000,140,1793000,1678000,1660000,1552000,9.75,831000,1.69,,,,
半導體業,6568,宏觀,138717000,87,1594000,1701000,1402000,1506000,5.65,1309000,7.6,,,,
生技醫療業,6569,醫揚,92604000,101,917000,938000,864000,866000,4.22,714000,1.39,,,,
電腦及週邊設備業,6570,維田,71358000,100,714000,636000,639000,561000,3.58,827000,5.12,,,,
生技醫療業,6574,霈方,232765000,379,614000,660000,471000,548000,0.63,714000,1.39,,,,
生技醫療業,6576,逸達,30166000,24,1257000,1097000,1199000,1044000,-4.85,714000,1.39,,,,
電腦及週邊設備業,6577,勁豐,133381000,158,844000,789000,755000,738000,4.24,827000,5.12,,,,本公司員工薪酬除依公司章程規定提列外，估列之基礎係依據公司當年度之獲利情形(稅前淨利)、職務、專業能力、貢獻度及每年考核之績效等做為調薪及獎酬之依據。
農業科技,6578,達邦蛋白,21189000,41,517000,514000,473000,485000,-1.92,675000,3.94,,,,
通信網路業,6588,東典,58395000,106,551000,646000,497000,590000,0.48,831000,1.69,,,,
生技醫療業,6589,台康生技,206297000,218,946000,883000,836000,758000,-0.18,714000,1.39,,,,
資訊服務業,6590,普鴻,120527000,131,920000,920000,861000,840000,4.64,896000,3.02,,,,
資訊服務業,6593,台灣銘板,139951000,222,630000,574000,539000,475000,0.84,896000,3.02,,,,
半導體業,6594,展匯科,75945000,58,1309000,1261000,1195000,1154000,1.08,1309000,7.6,,,,
文化創意業,6596,寬宏藝術,19814000,39,508000,716000,522000,456000,-2.86,1063000,5.55,,,,
電機機械,6603,富強鑫,162781000,263,619000,579000,545000,503000,0.8,657000,2.01,,,,
電機機械,6609,瀧澤科,213023000,310,687000,557000,614000,498000,2.51,657000,2.01,,,,
生技醫療業,6612,奈米醫材,35341000,58,609000,570000,467000,434000,1.74,714000,1.39,,V,,目前本公司的獲利來自營業外收入-認列採權益公司之利益占比仍重，本公司個體本業獲利仍有努力空間；本公司重視與公司一起努力的全體員工，儘管疫情影響，110年度薪資調幅為1%~ 5％，111年度薪資調幅為5%~10%。。
其他電子業,6613,朋億,163648000,140,1169000,1222000,968000,1062000,16.75,844000,3.68,,,V,係因前一年度資深高薪員工異動占多數，且本年度新進同仁均傾向年輕化所致。
生技醫療業,6615,慧智,45654000,71,643000,600000,567000,557000,2.68,714000,1.39,,V,,本公司著重技術檢測，檢測員工佔40%，員工年資平均2.34年，年資1年以下佔比16%且聘任工作年資3年以下之人員為多，薪酬不易顯現年資效果，薪資固定鮮少加班。本公司秉持於人才培育及創造友善職場等無形資源投資。
其他,6624,萬年清,33871000,51,664000,649000,569000,634000,0.04,709000,2.73,,,,
半導體業,6640,均華,172675000,150,1151000,899000,845000,837000,5.84,1309000,7.6,,,,
電子零組件業,6642,富致,83838000,127,660000,571000,509000,461000,4.65,730000,2.59,,V,,本公司產品皆在台灣生產，無海外生產基地，故生產線人員比重佔全公司人員比重超過六成。所以年薪呈現上，會較同業在台灣是以管理及研發為主的公司低，此因人力結構上的差異造成平均薪資上的落差。
半導體業,6643,M31,372618000,190,1961000,1940000,1633000,1663000,8.12,1309000,7.6,,,,
生技醫療業,6649,台生材,16664000,23,725000,729000,584000,669000,-1.44,714000,1.39,,,V,因應產能放大需求，增加較多現場操作員，故造成員工薪資平均數及中位數較前一年減少
半導體業,6651,全宇昕,92725000,82,1131000,988000,818000,772000,7.77,1309000,7.6,,V,,1.所評半導體產業含IC設計與晶圓製造廠，上游之IC設計廠多屬研發人員，薪資結構較高。2.本公司110年度營收獲利成長，發放獎金、酬勞及績效增加，110年亦發行限制員工權利股票，故非經理人全時員工薪資平均數較高。
其他電子業,6654,天正國際,58517000,91,643000,551000,563000,492000,6.26,844000,3.68,,V,,主係本公司110年度列入全職員工計算之新進員工及外籍勞工約當24位，約佔計算母體26.37%，且新進員工及外籍勞工薪資及其績效貢獻度較低，故導致相對於獎金分配亦較一年度以上之員工較少，是故拉低整體員工薪資平均數
生技醫療業,6661,威健生技,37566000,54,696000,729000,650000,610000,0.59,714000,1.39,,,,
生技醫療業,6662,樂斯科,50445000,67,753000,737000,625000,629000,1.76,714000,1.39,,,,
電子零組件業,6664,群翊,195618000,212,923000,872000,892000,837000,6.12,730000,2.59,,,,
